ID,LST_num,condition,puzzles,solutions
0,,Quaternary,1020050120040000,2
1,,Quaternary,0302420000005010,2
2,,Quaternary,1302240101544010,2
3,,Quaternary,0302054020001003,2
4,,Quaternary,0002200540300400,4
5,,Quaternary,2050020100004100,1
6,,Quaternary,0001300500400430,4
7,,Quaternary,1420031520303041,2
8,,Quaternary,3050001440300400,4
9,,Quaternary,1040000405300103,4
10,,Quaternary,0520001042311042,1
11,,Quaternary,0003300003000054,3
12,,Quaternary,0301301040000052,3
13,,Quaternary,4000340020040050,4
14,,Quaternary,4120503000043001,1
15,,Quaternary,2500003000004003,3
16,,Quaternary,0001230040301005,3
17,,Quaternary,4023001523001230,2
18,,Quaternary,0300403220003501,2
19,,Quaternary,2051021040000402,4
20,,Quaternary,5000002030010002,2
21,,Quaternary,0000020324305100,3
22,,Quaternary,0520401221430204,4
23,,Quaternary,0120401020050000,1
24,,Quaternary,0400500023000014,4
25,,Quaternary,0450000121001003,1
26,,Quaternary,2031010403004050,1
27,,Quaternary,0400200000200500,2
28,,Quaternary,1400000002050010,1
29,,Quaternary,1520200440310100,4
30,,Quaternary,0402005320000210,2
31,,Quaternary,0421000040000053,4
32,,Quaternary,1300005020430001,1
33,,Quaternary,0003045030000020,3
34,,Quaternary,0001100504004000,4
35,,Quaternary,1000050020310013,1
36,,Quaternary,0032230000010150,2
37,,Quaternary,0400100050020040,4
38,,Quaternary,0410420021435004,1
39,,Quaternary,0501400003400000,4
40,,Quaternary,0020300500040200,2
41,,Quaternary,4002024100502400,2
42,,Quaternary,2400054000023100,2
43,,Quaternary,2500000040300003,3
44,,Quaternary,0003004003000050,3
45,,Quaternary,0510003030000400,3
46,,Quaternary,2000030540030020,2
47,,Quaternary,1020000204030501,2
48,,Quaternary,0421000021004050,1
49,,Quaternary,3010030020030251,3
50,,Quaternary,0520300000044000,4
51,,Quaternary,3000001440300005,3
52,,Quaternary,0013500003042400,3
53,,Quaternary,0530300100001000,1
54,,Quaternary,0502300000000130,3
55,,Quaternary,1000001503003040,3
56,,Quaternary,0041230401020453,2
57,,Quaternary,2034004530204213,2
58,,Quaternary,5040200002140100,1
59,,Quaternary,1300200341000005,1
60,,Quaternary,1025300000020300,3
61,,Quaternary,0251030441020010,4
62,,Quaternary,3420005220304003,4
63,,Quaternary,1020200301050200,2
64,,Quaternary,0304120000204005,2
65,,Quaternary,0200230000300050,2
66,,Quaternary,0350020441030402,4
67,,Quaternary,1403300220140251,3
68,,Quaternary,3401500220400034,4
69,,Quaternary,0403300023004051,3
70,,Quaternary,0003043020005000,3
71,,Quaternary,3025100021004003,1
72,,Quaternary,0350123441000002,4
73,,Quaternary,3420100221000053,1
74,,Quaternary,0000150000304003,3
75,,Quaternary,0043031040300500,4
76,,Quaternary,4000001020041053,4
77,,Quaternary,1000500001430300,3
78,,Quaternary,0500000403000042,4
79,,Quaternary,0501400020430000,4
80,,Quaternary,1003320000414052,3
81,,Quaternary,0100500400000013,1
82,,Quaternary,1003540000200030,3
83,,Quaternary,0001200000105000,1
84,,Quaternary,0502001040001000,1
85,,Quaternary,0510003220003004,2
86,,Quaternary,1000000140500024,1
87,,Quaternary,0240201441003005,1
88,,Quaternary,1320003020453002,3
89,,Quaternary,5020301020410102,1
90,,Quaternary,1040003003005001,3
91,,Quaternary,0124020050010300,2
92,,Quaternary,0001030450404003,3
93,,Quaternary,1540000300300120,3
94,,Quaternary,0503103000000010,1
95,,Quaternary,0300004001541003,3
96,,Quaternary,1003053443000041,1
97,,Quaternary,3500002420014013,1
98,,Quaternary,0030005002011000,1
99,,Quaternary,0020401520000200,2
100,,Quaternary,0025000010303100,1
101,,Quaternary,5001040030421034,4
102,,Quaternary,0001001001005000,1
103,,Quaternary,0400100220004510,2
104,,Quaternary,1400001040020050,4
105,,Quaternary,4302342121400054,3
106,,Quaternary,1423005223044000,4
107,,Quaternary,0051020021404000,2
108,,Quaternary,0423014003054030,4
109,,Quaternary,2000025040321304,4
110,,Quaternary,0054200002000002,2
111,,Quaternary,4005300203000030,3
112,,Quaternary,0312324100250100,3
113,,Quaternary,0520400000033000,3
114,,Quaternary,1004045300404001,1
115,,Quaternary,2300001405301000,1
116,,Quaternary,1000400005043010,1
117,,Quaternary,0350010220000230,2
118,,Quaternary,1023310253000230,2
119,,Quaternary,1243040000540102,1
120,,Quaternary,4200000004000053,4
121,,Quaternary,3042100042050010,1
122,,Quaternary,2300320000501002,2
123,,Quaternary,5013300000040400,4
124,,Quaternary,0005100002100100,1
125,,Quaternary,0040240000001005,4
126,,Quaternary,0520310200030000,3
127,,Quaternary,5013300200240400,4
128,,Quaternary,3520100020414213,1
129,,Quaternary,5000030000304100,3
130,,Quaternary,2004020005014002,4
131,,Quaternary,2000020040320053,2
132,,Quaternary,5004001000313100,1
133,,Quaternary,0300504000302403,3
134,,Quaternary,3000054020040012,2
135,,Quaternary,2000050000203100,2
136,,Quaternary,4021000301501004,4
137,,Quaternary,0351120020030412,2
138,,Quaternary,0300000531201430,3
139,,Quaternary,1043500200000400,4
140,,Quaternary,2000000003053020,2
141,,Quaternary,0032000023000150,2
142,,Quaternary,1043200440303500,4
143,,Quaternary,0120023420050012,1
144,,Quaternary,0100000150003004,1
145,,Quaternary,0203501003000004,3
146,,Quaternary,0000205030010100,1
147,,Quaternary,0420310223504001,1
148,,Quaternary,4000050002100040,4
149,,Quaternary,1423001542313040,4
150,,Quaternary,0250000420004000,4
151,,Quaternary,0020010520040030,2
152,,Quaternary,1000314023000051,3
153,,Quaternary,0350020101231032,1
154,,Quaternary,0001200541000400,4
155,,Quaternary,2000001004015002,1
156,,Quaternary,1000320001235001,2
157,,Quaternary,1000035004010102,1
158,,Quaternary,4500000200301020,2
159,,Quaternary,4000000504002040,4
160,,Quaternary,0304001520400200,2
161,,Quaternary,1003203003005000,3
162,,Quaternary,0302200400401050,2
163,,Quaternary,1350020021000010,2
164,,Quaternary,3001000540000420,4
165,,Quaternary,2031504003040213,3
166,,Quaternary,0100200300200540,2
167,,Quaternary,1003000450000042,4
168,,Quaternary,1000500000040040,4
169,,Quaternary,0050100000200100,1
170,,Quaternary,1000005000400100,1
171,,Quaternary,1020401324300500,1
172,,Quaternary,0003000003001050,3
173,,Quaternary,1040000240050100,1
174,,Quaternary,3051041000044002,4
175,,Quaternary,0000300023000051,3
176,,Quaternary,1000000141000050,1
177,,Quaternary,1003001005043000,1
178,,Quaternary,0312342020030530,2
179,,Quaternary,0530300220400000,2
180,,Quaternary,3102540000300020,2
181,,Quaternary,0420010520000000,2
182,,Quaternary,4120300000351000,1
183,,Quaternary,2000000040200305,2
184,,Quaternary,4012300000502003,3
185,,Quaternary,1000052020414000,1
186,,Quaternary,0250000400004002,4
187,,Quaternary,1003200034200005,2
188,,Quaternary,0030500000031002,3
189,,Quaternary,5001030400320100,3
190,,Quaternary,1000002523043000,3
191,,Quaternary,4103300123001052,3
192,,Quaternary,0000052000011040,1
193,,Quaternary,0501003201433000,3
194,,Quaternary,0003000531401030,1
195,,Quaternary,0340100400053400,3
196,,Quaternary,1020310020044500,2
197,,Quaternary,0432310423010053,1
198,,Quaternary,4000300100050040,4
199,,Quaternary,1000050400303000,3
200,,Quaternary,0103003052000010,3
201,,Quaternary,0500203001400003,3
202,,Quaternary,0021030050044203,2
203,,Quaternary,3421013250100203,2
204,,Quaternary,0000231000351200,2
205,,Quaternary,4002302023000500,2
206,,Quaternary,3400005040001020,4
207,,Quaternary,2010420003020054,2
208,,Quaternary,1050010220004030,2
209,,Quaternary,0300302000154000,3
210,,Quaternary,0100500204300043,4
211,,Quaternary,1005031030404001,3
212,,Quaternary,0100205034010043,1
213,,Quaternary,0000001050020104,1
214,,Quaternary,1000200400054310,1
215,,Quaternary,0042501440000020,2
216,,Quaternary,3021205041321003,1
217,,Quaternary,0501003221433210,3
218,,Quaternary,3000000005400003,3
219,,Quaternary,2300005430104000,3
220,,Quaternary,3000030020504203,3
221,,Quaternary,0500003001403000,3
222,,Quaternary,0103004030051400,4
223,,Quaternary,1302042105044013,1
224,,Quaternary,1420020423405100,4
225,,Quaternary,4025300003400004,3
226,,Quaternary,1004302001054300,3
227,,Quaternary,1300340000032050,3
228,,Quaternary,4312324101001050,2
229,,Quaternary,1300005030004013,3
230,,Quaternary,0003120003005040,3
231,,Quaternary,4021210000000503,2
232,,Quaternary,0142201440301503,4
233,,Quaternary,0301000350100004,3
234,,Quaternary,1003042020100135,2
235,,Quaternary,1040040101045000,4
236,,Quaternary,4000240000200050,4
237,,Quaternary,4301001530401004,3
238,,Quaternary,3050010440020403,4
239,,Quaternary,0400500010000024,4
240,,Quaternary,0340240000145000,4
241,,Quaternary,4005001000000140,1
242,,Quaternary,2301001000021050,2
243,,Quaternary,0304301025000001,1
244,,Quaternary,0003040003054000,4
245,,Quaternary,0050002000011000,1
246,,Quaternary,1024000352000142,4
247,,Quaternary,0104021000015002,1
248,,Quaternary,4020300203400500,2
249,,Quaternary,1342203402053400,3
250,,Quaternary,1420025020344002,4
251,,Quaternary,5024001002414000,1
252,,Quaternary,5001030021000203,3
253,,Quaternary,0043003405004300,4
254,,Quaternary,4000140030410315,4
255,,Quaternary,0150140000044000,4
256,,Quaternary,4050020000001002,2
257,,Quaternary,0200050000044000,4
258,,Quaternary,3021500021040013,1
259,,Quaternary,0003020005001030,3
260,,Quaternary,0310020030504002,2
261,,Quaternary,3001134000540203,3
262,,Quaternary,0140230400351003,1
263,,Quaternary,1203030000350100,1
264,,Quaternary,4050020030420000,2
265,,Quaternary,0030000313005000,3
266,,Quaternary,1005013403003040,3
267,,Quaternary,1000240000450210,2
268,,Quaternary,0103300000201050,3
269,,Quaternary,0301001000004500,1
270,,Quaternary,0400005203003040,3
271,,Quaternary,1024241301405000,4
272,,Quaternary,5000230001300423,3
273,,Quaternary,0003100005203000,3
274,,Quaternary,1000410200530200,1
275,,Quaternary,2000005042001040,2
276,,Quaternary,0003500020400034,3
277,,Quaternary,3001501001341400,4
278,,Quaternary,0032002115000004,2
279,,Quaternary,3041500203140423,4
280,,Quaternary,1500000400400021,4
281,,Quaternary,1002000000353100,1
282,,Quaternary,2400500010400004,4
283,,Quaternary,5003040000043000,4
284,,Quaternary,0400013440000050,4
285,,Quaternary,0100200000200510,2
286,,Quaternary,0312020400033050,2
287,,Quaternary,5000000130000103,1
288,,Quaternary,4002020050400000,2
289,,Quaternary,3004105023410213,3
290,,Quaternary,0403015223000010,3
291,,Quaternary,0530400020410002,2
292,,Quaternary,4000500003040403,3
293,,Quaternary,4020003430000510,4
294,,Quaternary,1002300000030250,3
295,,Quaternary,1000000000544132,1
296,,Quaternary,0020300201034050,3
297,,Quaternary,5002040000400010,4
298,,Quaternary,1023010523000000,2
299,,Quaternary,5020013220000201,1
300,,Quaternary,0401501000040200,4
301,,Quaternary,0300500110000130,3
302,,Quaternary,1003253000010010,1
303,,Quaternary,0201045320300002,2
304,,Quaternary,3005030441301400,1
305,,Quaternary,5000100000200200,2
306,,Quaternary,1020000223043500,2
307,,Quaternary,0024105023004213,3
308,,Quaternary,3040031001020025,3
309,,Quaternary,4021300001405030,1
310,,Quaternary,0000100300250102,1
311,,Quaternary,1302002020004500,2
312,,Quaternary,0020000520001003,2
313,,Quaternary,0100100020350003,1
314,,Quaternary,0003510020310040,3
315,,Quaternary,0300001030001050,3
316,,Quaternary,0310302521001030,1
317,,Quaternary,0012400001005000,1
318,,Quaternary,1000001001000005,1
319,,Quaternary,0030000440000050,4
320,,Quaternary,0200001000540102,2
321,,Quaternary,4000010220000530,2
322,,Quaternary,3000025000030020,3
323,,Quaternary,0100005400001000,1
324,,Quaternary,1003053000003001,1
325,,Quaternary,0003010223000530,2
326,,Quaternary,0132050030201003,3
327,,Quaternary,0310342020050030,3
328,,Quaternary,4200041021005004,1
329,,Quaternary,1050401021000200,2
330,,Quaternary,0130100000054010,1
331,,Quaternary,1320314000050030,3
332,,Quaternary,0020020050040010,2
333,,Quaternary,0003430000500410,3
334,,Quaternary,2341023441035400,3
335,,Quaternary,0340105000024003,3
336,,Quaternary,0020100221300513,2
337,,Quaternary,1043000040010450,1
338,,Quaternary,0500210040000004,4
339,,Quaternary,0020041020400504,2
340,,Quaternary,0001000001002050,1
341,,Quaternary,0000430001031050,3
342,,Quaternary,5000140002400002,2
343,,Quaternary,3021035000344003,4
344,,Quaternary,0420005003023000,3
345,,Quaternary,0003003023005000,3
346,,Quaternary,3002031005000020,2
347,,Quaternary,0010000330000152,3
348,,Quaternary,1300010000034050,3
349,,Quaternary,0003324125041032,3
350,,Quaternary,1403301023010152,3
351,,Quaternary,1003320000540132,1
352,,Quaternary,5300020000021400,2
353,,Quaternary,1020000442013050,4
354,,Quaternary,2030401003005002,3
355,,Quaternary,0320200540300000,3
356,,Quaternary,0530030000044000,4
357,,Quaternary,1302021304205130,2
358,,Quaternary,0032200000000150,2
359,,Quaternary,1003003030402500,3
360,,Quaternary,1000400001040025,1
361,,Quaternary,4321010312040052,1
362,,Quaternary,0000250040300003,3
363,,Quaternary,4003050102000030,3
364,,Quaternary,3000030400250002,3
365,,Quaternary,4003001000500004,4
366,,Quaternary,4203040501401300,1
367,,Quaternary,4010500300000134,1
368,,Quaternary,5000004242013124,2
369,,Quaternary,0103520004014002,1
370,,Quaternary,0400050200103001,1
371,,Quaternary,0100031400051003,1
372,,Quaternary,0003054030001030,3
373,,Quaternary,1004420005400031,1
374,,Quaternary,0000014050040013,1
375,,Quaternary,3001031445000000,1
376,,Quaternary,2301123440053010,3
377,,Quaternary,4103020000351000,1
378,,Quaternary,1203040101344350,1
379,,Quaternary,2000004503000200,2
380,,Quaternary,0030320005040000,3
381,,Quaternary,4002000514000010,1
382,,Quaternary,0400005020044130,4
383,,Quaternary,1040050440000013,1
384,,Quaternary,5040020400321003,2
385,,Quaternary,0050001003003000,3
386,,Quaternary,1423003250040201,2
387,,Quaternary,0024400004000253,4
388,,Quaternary,0140230440000500,4
389,,Quaternary,0003105003003004,3
390,,Quaternary,0003150000340020,3
391,,Quaternary,0324425000033100,3
392,,Quaternary,4023053000040001,4
393,,Quaternary,0005100020100042,1
394,,Quaternary,5100031020300003,3
395,,Quaternary,1340502000040003,3
396,,Quaternary,1402301403415003,4
397,,Quaternary,1020001000400205,1
398,,Quaternary,3000040050100040,4
399,,Quaternary,5030010020400013,1
400,,Quaternary,0310300100052030,3
401,,Quaternary,0500402024010002,2
402,,Quaternary,0300003450002410,3
403,,Quaternary,0021035000001004,1
404,,Quaternary,4000000400100150,4
405,,Quaternary,0320405001430000,3
406,,Quaternary,1000400200053010,1
407,,Quaternary,1340012040012050,1
408,,Quaternary,0001014203002050,1
409,,Quaternary,4000050130000040,4
410,,Quaternary,2005021000031000,1
411,,Quaternary,4002013450000023,3
412,,Quaternary,2050000100000130,1
413,,Quaternary,1004010020304050,1
414,,Quaternary,0300450000130001,1
415,,Quaternary,0053040100004000,4
416,,Quaternary,0020200001050200,2
417,,Quaternary,1003301243002150,3
418,,Quaternary,4001050320040142,4
419,,Quaternary,4000140020030015,4
420,,Quaternary,1002002450000400,4
421,,Quaternary,1000201042300500,1
422,,Quaternary,4023053203103040,4
423,,Quaternary,0030030121000054,1
424,,Quaternary,0302000320005004,3
425,,Quaternary,2031014245000024,2
426,,Quaternary,1300001030040405,1
427,,Quaternary,1000401003400504,1
428,,Quaternary,0003520000001430,3
429,,Quaternary,4020000220001500,2
430,,Quaternary,5000100000300300,3
431,,Quaternary,0020400520000201,2
432,,Quaternary,0032230040005004,3
433,,Quaternary,0000050420300023,2
434,,Quaternary,0040001440300500,4
435,,Quaternary,0000001025000021,1
436,,Quaternary,0500310000044000,4
437,,Quaternary,4010300203000450,3
438,,Quaternary,1000004520040100,1
439,,Quaternary,5001040000042000,4
440,,Quaternary,2431020403425100,4
441,,Quaternary,0403000501401030,1
442,,Quaternary,0300001001034050,3
443,,Quaternary,1000012040350013,1
444,,Quaternary,4001130005400413,1
445,,Quaternary,4020004003050000,4
446,,Quaternary,1023410223043250,4
447,,Quaternary,0012020300205000,2
448,,Quaternary,0100001000015003,1
449,,Quaternary,0002023443005400,2
450,,Quaternary,1040200500000400,4
451,,Quaternary,3050140020304002,4
452,,Quaternary,0301054000001000,1
453,,Quaternary,3502100420310013,1
454,,Quaternary,4100005302001000,1
455,,Quaternary,0003005013003040,3
456,,Quaternary,3042201405000023,2
457,,Quaternary,5300002102004030,2
458,,Quaternary,0400000500031040,4
459,,Quaternary,3002050420304003,3
460,,Quaternary,0500003030002400,3
461,,Quaternary,0103023400024050,2
462,,Quaternary,5001100003000003,3
463,,Quaternary,4020000023400502,4
464,,Quaternary,0053200002000030,2
465,,Quaternary,4020050230410310,4
466,,Quaternary,0031000025000023,3
467,,Quaternary,1403213040020050,4
468,,Quaternary,1000005420004210,2
469,,Quaternary,2130000100005040,1
470,,Quaternary,0300500010000003,3
471,,Quaternary,0030000100500103,1
472,,Quaternary,4000004000150002,4
473,,Quaternary,3420500201040010,1
474,,Quaternary,3020025020044002,4
475,,Quaternary,1340203040050021,3
476,,Quaternary,2400001000500004,4
477,,Quaternary,0020040020000504,2
478,,Quaternary,1004041300405030,4
479,,Quaternary,0104500000214302,1
480,,Quaternary,1000001003050002,1
481,,Quaternary,0400200000354000,4
482,,Quaternary,0351421001041402,4
483,,Quaternary,0305041000431034,1
484,,Quaternary,1000000105400000,1
485,,Quaternary,0340100440030500,4
486,,Quaternary,0350302101001034,1
487,,Quaternary,2010020050040130,1
488,,Quaternary,4020030100501000,1
489,,Quaternary,1300400105400010,1
490,,Quaternary,0203500000201040,2
491,,Quaternary,0040031000301005,3
492,,Quaternary,0002310020054010,1
493,,Quaternary,0005140000400302,4
494,,Quaternary,5001004000043002,4
495,,Quaternary,0304005041001020,4
496,,Quaternary,0001520421000410,1
497,,Quaternary,1300002045002010,2
498,,Quaternary,1020310020500001,1
499,,Quaternary,0004240030500000,4
500,,Quaternary,0300250000044000,4
501,,Quaternary,0320214040053010,1
502,,Quaternary,0305103020400010,1
503,,Quaternary,0100030020054010,1
504,,Quaternary,4310540010430030,3
505,,Quaternary,1003003050000310,3
506,,Quaternary,4000002023040053,4
507,,Quaternary,1020001302300500,1
508,,Quaternary,3500030020311000,1
509,,Quaternary,1230341220434500,3
510,,Quaternary,1020410220030540,2
511,,Quaternary,3140500442300023,2
512,,Quaternary,4001030000035040,3
513,,Quaternary,1340500002030020,2
514,,Quaternary,1302005020004213,2
515,,Quaternary,0040040003254000,4
516,,Quaternary,0005100000103004,1
517,,Quaternary,1003001030010152,3
518,,Quaternary,0450200000023000,2
519,,Quaternary,5002010440300010,1
520,,Quaternary,0143000000041500,4
521,,Quaternary,4321014310040510,4
522,,Quaternary,3002030150000100,1
523,,Quaternary,0001005000301000,1
524,,Quaternary,0300020440031050,3
525,,Quaternary,5304014000014000,1
526,,Quaternary,3140200442010520,4
527,,Quaternary,1302005400003020,3
528,,Quaternary,1003042025040010,1
529,,Quaternary,0503100034200012,1
530,,Quaternary,0003520000041030,3
531,,Quaternary,2500000000210010,1
532,,Quaternary,2300500040030030,3
533,,Quaternary,1020503000040040,4
534,,Quaternary,2100123403053410,1
535,,Quaternary,0100104000250302,1
536,,Quaternary,0000042020410504,2
537,,Quaternary,0005031000031000,1
538,,Quaternary,4002000400100050,4
539,,Quaternary,1300020401205030,2
540,,Quaternary,0005300000140130,3
541,,Quaternary,0035000010000102,1
542,,Quaternary,0105000000404300,4
543,,Quaternary,1342040040000015,4
544,,Quaternary,2350002000044002,4
545,,Quaternary,0300205000000003,3
546,,Quaternary,2500000402000040,4
547,,Quaternary,2013024105044032,3
548,,Quaternary,5003000420000402,4
549,,Quaternary,3020000100501003,1
550,,Quaternary,0021010300304500,3
551,,Quaternary,0035341023414000,4
552,,Quaternary,0004040300015010,4
553,,Quaternary,1324200042000005,2
554,,Quaternary,0003520000301300,3
555,,Quaternary,0001200001005000,1
556,,Quaternary,5000030000234000,3
557,,Quaternary,0003520000214010,1
558,,Quaternary,2400004030050000,4
559,,Quaternary,1043003235002004,4
560,,Quaternary,1000005402014100,1
561,,Quaternary,0103501403201000,3
562,,Quaternary,4012050104202000,2
563,,Quaternary,3050140020140000,4
564,,Quaternary,3021035020301000,1
565,,Quaternary,4005000200100100,1
566,,Quaternary,4300300002502040,3
567,,Quaternary,1002020400310153,2
568,,Quaternary,0304005220103000,3
569,,Quaternary,0003000403201050,3
570,,Quaternary,5020010223003001,1
571,,Quaternary,3040540300200002,2
572,,Quaternary,2300004000030452,3
573,,Quaternary,0001025320341000,1
574,,Quaternary,3420054020004013,3
575,,Quaternary,4000040120000053,4
576,,Quaternary,0021050321000000,2
577,,Quaternary,0000120030050020,2
578,,Quaternary,2000035040100104,4
579,,Quaternary,5000200000300003,3
580,,Quaternary,4050000032000002,2
581,,Quaternary,1000000521034010,1
582,,Quaternary,1243031000353100,1
583,,Quaternary,3005100000100100,1
584,,Quaternary,0503041020401030,1
585,,Quaternary,1420003253003014,2
586,,Quaternary,1500002403002030,2
587,,Quaternary,0420005100004100,4
